time,id,answer,title
1627896690.69,dq_14,No,I have had a difficult time to complete my tasks
1627896692.538,dq_15,,Have you had any remarkable events?
1627912386.649,dq_01,3,Right now I feel Active
1627912389.258,dq_02,4,Right now I feel Determined
1627912390.414,dq_03,3,Right now I feel Attentive
1627912391.857,dq_04,3,Right now I feel Inspired
1627912393.448,dq_05,1,Right now I feel Alert
1627912394.674,dq_06,1,Right now I feel Afraid
1627912395.941,dq_07,1,Right now I feel Nervous
1627912396.934,dq_08,1,Right now I feel Upset
1627912397.977,dq_09,1,Right now I feel Hostile
1627912399.077,dq_10,1,Right now I feel Ashamed
1627912402.649,dq_11,1,Right now I feel Stressed
1627912404.543,dq_12,1,Right now I feel Distracted
1627912406.589,dq_13,Pleasant,I have had social interactions
1627912408.572,dq_14,No,I have had a difficult time to complete my tasks
1627912409.948,dq_15,,Have you had any remarkable events?
1627923325.484,dq_01,3,Right now I feel Active
1627923326.966,dq_02,2,Right now I feel Determined
1627923328.91,dq_03,2,Right now I feel Attentive
1627923330.333,dq_04,1,Right now I feel Inspired
1627923332.45,dq_05,1,Right now I feel Alert
1627923333.849,dq_06,1,Right now I feel Afraid
1627923334.96,dq_07,1,Right now I feel Nervous
1627923336.082,dq_08,1,Right now I feel Upset
1627923337.298,dq_09,1,Right now I feel Hostile
1627923338.566,dq_10,1,Right now I feel Ashamed
1627923339.832,dq_11,1,Right now I feel Stressed
1627923342.399,dq_12,2,Right now I feel Distracted
1627923344.033,dq_13,Pleasant,I have had social interactions
1627923345.808,dq_14,No,I have had a difficult time to complete my tasks
1627923348.249,dq_15,,Have you had any remarkable events?
1627934591.82,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1627934593.644,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1627934595.461,pm_03,0,Have you consumed any cups of coffee/tea today?
1627934597.02,pm_04,No,Have you used any intoxicating substances today?
1627934599.348,pm_05,0.5-1.5 hours,Have you exercised today?
1627934601.404,pm_06,2,Right now I feel Active
1627934603.671,pm_07,2,Right now I feel Determined
1627934605.588,pm_08,3,Right now I feel Attentive
1627934608.204,pm_09,2,Right now I feel Inspired
1627934609.571,pm_10,1,Right now I feel Alert
1627934610.855,pm_11,1,Right now I feel Afraid
1627934612.038,pm_12,1,Right now I feel Nervous
1627934613.087,pm_13,1,Right now I feel Upset
1627934614.047,pm_14,1,Right now I feel Hostile
1627934615.064,pm_15,1,Right now I feel Ashamed
1627934616.521,pm_16,1,Right now I feel Stressed
1627934617.648,pm_17,1,Right now I feel Distracted
1627979831.322,am_01,No,Did you sleep well?
1627979834.456,am_02,No,Did you have bad dreams?
1627979836.523,am_03,No,Do you feel well-rested?
1627979839.39,am_04,1,Right now I feel Active
1627979840.449,am_05,1,Right now I feel Determined
1627979841.557,am_06,1,Right now I feel Attentive
1627979842.823,am_07,1,Right now I feel Inspired
1627979844.606,am_08,1,Right now I feel Alert
1627979846.09,am_09,1,Right now I feel Afraid
1627979847.633,am_10,1,Right now I feel Nervous
1627979850.456,am_11,2,Right now I feel Upset
1627979852.956,am_12,1,Right now I feel Hostile
1627979854.506,am_13,1,Right now I feel Ashamed
1627979856.433,am_14,2,Right now I feel Stressed
1627979858.366,am_15,1,Right now I feel Distracted
1627989217.066,dq_01,3,Right now I feel Active
1627989217.827,dq_02,3,Right now I feel Determined
1627989218.665,dq_03,3,Right now I feel Attentive
1627989219.743,dq_04,3,Right now I feel Inspired
1627989221.459,dq_05,1,Right now I feel Alert
1627989222.599,dq_06,1,Right now I feel Afraid
1627989223.883,dq_07,1,Right now I feel Nervous
1627989225.116,dq_08,1,Right now I feel Upset
1627989226.159,dq_09,1,Right now I feel Hostile
1627989227.915,dq_10,1,Right now I feel Ashamed
1627989229.099,dq_11,1,Right now I feel Stressed
1627989230.633,dq_12,1,Right now I feel Distracted
1627989232.883,dq_13,No,I have had social interactions
1627989236.459,dq_14,No,I have had a difficult time to complete my tasks
1627989237.76,dq_15,,Have you had any remarkable events?
1628005356.087,dq_01,3,Right now I feel Active
1628005356.903,dq_02,3,Right now I feel Determined
1628005357.757,dq_03,3,Right now I feel Attentive
1628005358.567,dq_04,3,Right now I feel Inspired
1628005360.587,dq_05,1,Right now I feel Alert
1628005362.365,dq_06,1,Right now I feel Afraid
1628005364.096,dq_07,2,Right now I feel Nervous
1628005365.52,dq_08,1,Right now I feel Upset
1628005366.803,dq_09,1,Right now I feel Hostile
1628005368.03,dq_10,1,Right now I feel Ashamed
1628005369.37,dq_11,2,Right now I feel Stressed
1628005371.836,dq_12,1,Right now I feel Distracted
1628005373.728,dq_13,Pleasant,I have had social interactions
1628005375.695,dq_14,No,I have had a difficult time to complete my tasks
1628005384.555,dq_15,test preparation,Have you had any remarkable events?
1628015663.294,dq_01,3,Right now I feel Active
1628015664.472,dq_02,2,Right now I feel Determined
1628015666.11,dq_03,3,Right now I feel Attentive
1628015668.294,dq_04,2,Right now I feel Inspired
1628015670.16,dq_05,1,Right now I feel Alert
1628015671.444,dq_06,1,Right now I feel Afraid
1628015672.537,dq_07,1,Right now I feel Nervous
1628015673.628,dq_08,1,Right now I feel Upset
1628015675.11,dq_09,1,Right now I feel Hostile
1628015676.17,dq_10,1,Right now I feel Ashamed
1628015677.577,dq_11,1,Right now I feel Stressed
1628015679.454,dq_12,1,Right now I feel Distracted
1628015681.468,dq_13,Pleasant,I have had social interactions
1628015683.161,dq_14,No,I have had a difficult time to complete my tasks
1628015684.274,dq_15,,Have you had any remarkable events?
1628020821.348,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628020823.565,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628020826.133,pm_03,0,Have you consumed any cups of coffee/tea today?
1628020828.46,pm_04,No,Have you used any intoxicating substances today?
1628020832.515,pm_05,0.5-1.5 hours,Have you exercised today?
1628020834.982,pm_06,2,Right now I feel Active
1628020837.265,pm_07,1,Right now I feel Determined
1628020839.616,pm_08,2,Right now I feel Attentive
1628020841.516,pm_09,2,Right now I feel Inspired
1628020843.484,pm_10,1,Right now I feel Alert
1628020845.529,pm_11,1,Right now I feel Afraid
1628020847.545,pm_12,1,Right now I feel Nervous
1628020849.749,pm_13,1,Right now I feel Upset
1628020851.744,pm_14,1,Right now I feel Hostile
1628020853.784,pm_15,1,Right now I feel Ashamed
1628020856.094,pm_16,1,Right now I feel Stressed
1628020858.216,pm_17,1,Right now I feel Distracted
1628065554.846,am_01,No,Did you sleep well?
1628065556.48,am_02,No,Did you have bad dreams?
1628065558.396,am_03,No,Do you feel well-rested?
1628065559.93,am_04,1,Right now I feel Active
1628065561.556,am_05,1,Right now I feel Determined
1628065563.097,am_06,1,Right now I feel Attentive
1628065564.482,am_07,1,Right now I feel Inspired
1628065565.647,am_08,1,Right now I feel Alert
1628065566.807,am_09,1,Right now I feel Afraid
1628065567.863,am_10,1,Right now I feel Nervous
1628065569.14,am_11,1,Right now I feel Upset
1628065570.223,am_12,1,Right now I feel Hostile
1628065571.413,am_13,1,Right now I feel Ashamed
1628065573.206,am_14,1,Right now I feel Stressed
1628065574.68,am_15,1,Right now I feel Distracted
1628076806.264,dq_01,3,Right now I feel Active
1628076807.971,dq_02,2,Right now I feel Determined
1628076810.82,dq_03,3,Right now I feel Attentive
1628076812.953,dq_04,2,Right now I feel Inspired
1628076820.112,dq_05,2,Right now I feel Alert
1628076821.311,dq_06,1,Right now I feel Afraid
1628076822.744,dq_07,2,Right now I feel Nervous
1628076823.778,dq_08,1,Right now I feel Upset
1628076824.777,dq_09,1,Right now I feel Hostile
1628076825.72,dq_10,1,Right now I feel Ashamed
1628076826.855,dq_11,1,Right now I feel Stressed
1628076828.227,dq_12,1,Right now I feel Distracted
1628076829.677,dq_13,Pleasant,I have had social interactions
1628076831.111,dq_14,No,I have had a difficult time to complete my tasks
1628076836.678,dq_15,vaccine,Have you had any remarkable events?
1628091491.262,dq_01,3,Right now I feel Active
1628091492.171,dq_02,3,Right now I feel Determined
1628091492.794,dq_03,3,Right now I feel Attentive
1628091493.308,dq_04,3,Right now I feel Inspired
1628091494.396,dq_05,1,Right now I feel Alert
1628091495.323,dq_06,1,Right now I feel Afraid
1628091497.339,dq_07,1,Right now I feel Nervous
1628091498.548,dq_08,1,Right now I feel Upset
1628091499.555,dq_09,1,Right now I feel Hostile
1628091500.679,dq_10,1,Right now I feel Ashamed
1628091501.94,dq_11,1,Right now I feel Stressed
1628091503.857,dq_12,1,Right now I feel Distracted
1628091505.563,dq_13,Pleasant,I have had social interactions
1628091507.712,dq_14,No,I have had a difficult time to complete my tasks
1628091508.978,dq_15,,Have you had any remarkable events?
1628103719.86,dq_01,3,Right now I feel Active
1628103720.433,dq_02,3,Right now I feel Determined
1628103721.033,dq_03,3,Right now I feel Attentive
1628103721.601,dq_04,3,Right now I feel Inspired
1628103722.535,dq_05,1,Right now I feel Alert
1628103724.633,dq_06,2,Right now I feel Afraid
1628103725.727,dq_07,1,Right now I feel Nervous
1628103727.801,dq_08,1,Right now I feel Upset
1628103728.893,dq_09,1,Right now I feel Hostile
1628103730.184,dq_10,1,Right now I feel Ashamed
1628103731.967,dq_11,2,Right now I feel Stressed
1628103733.293,dq_12,1,Right now I feel Distracted
1628103734.933,dq_13,Pleasant,I have had social interactions
1628103736.292,dq_14,No,I have had a difficult time to complete my tasks
1628103737.11,dq_15,,Have you had any remarkable events?
1628107257.506,pm_01,"Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628107259.705,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628107261.503,pm_03,0,Have you consumed any cups of coffee/tea today?
1628107264.14,pm_04,No,Have you used any intoxicating substances today?
1628107267.54,pm_05,0.5-1.5 hours,Have you exercised today?
1628107269.846,pm_06,1,Right now I feel Active
1628107271.107,pm_07,1,Right now I feel Determined
1628107272.196,pm_08,1,Right now I feel Attentive
1628107273.222,pm_09,1,Right now I feel Inspired
1628107274.696,pm_10,1,Right now I feel Alert
1628107276.014,pm_11,1,Right now I feel Afraid
1628107277.03,pm_12,1,Right now I feel Nervous
1628107278.772,pm_13,1,Right now I feel Upset
1628107279.73,pm_14,1,Right now I feel Hostile
1628107280.957,pm_15,1,Right now I feel Ashamed
1628107282.057,pm_16,1,Right now I feel Stressed
1628107283.363,pm_17,1,Right now I feel Distracted
1628148542.224,am_01,Yes,Did you sleep well?
1628148543.873,am_02,No,Did you have bad dreams?
1628148548.855,am_03,No,Do you feel well-rested?
1628148551.29,am_04,2,Right now I feel Active
1628148552.073,am_05,3,Right now I feel Determined
1628148553.357,am_06,3,Right now I feel Attentive
1628148554.935,am_07,3,Right now I feel Inspired
1628148557.475,am_08,2,Right now I feel Alert
1628148558.935,am_09,1,Right now I feel Afraid
1628148560.245,am_10,2,Right now I feel Nervous
1628148562.286,am_11,1,Right now I feel Upset
1628148564.108,am_12,1,Right now I feel Hostile
1628148565.242,am_13,1,Right now I feel Ashamed
1628148568.175,am_14,2,Right now I feel Stressed
1628148569.819,am_15,1,Right now I feel Distracted
1628167841.275,dq_01,3,Right now I feel Active
1628167841.842,dq_02,3,Right now I feel Determined
1628167842.46,dq_03,3,Right now I feel Attentive
1628167843.066,dq_04,3,Right now I feel Inspired
1628167844.115,dq_05,1,Right now I feel Alert
1628167845.565,dq_06,1,Right now I feel Afraid
1628167846.716,dq_07,1,Right now I feel Nervous
1628167847.748,dq_08,1,Right now I feel Upset
1628167849.099,dq_09,1,Right now I feel Hostile
1628167850.449,dq_10,1,Right now I feel Ashamed
1628167852.292,dq_11,2,Right now I feel Stressed
1628167853.541,dq_12,1,Right now I feel Distracted
1628167862.534,dq_13,Pleasant,I have had social interactions
1628167871.076,dq_14,No,I have had a difficult time to complete my tasks
1628167872.944,dq_15,,Have you had any remarkable events?
1628181959.139,dq_01,3,Right now I feel Active
1628181960.383,dq_02,2,Right now I feel Determined
1628181961.948,dq_03,3,Right now I feel Attentive
1628181963.65,dq_04,2,Right now I feel Inspired
1628181964.857,dq_05,1,Right now I feel Alert
1628181965.805,dq_06,1,Right now I feel Afraid
1628181966.872,dq_07,1,Right now I feel Nervous
1628181968.333,dq_08,1,Right now I feel Upset
1628181969.249,dq_09,1,Right now I feel Hostile
1628181970.133,dq_10,1,Right now I feel Ashamed
1628181971.339,dq_11,1,Right now I feel Stressed
1628181972.599,dq_12,3,Right now I feel Distracted
1628181975.47,dq_13,Pleasant,I have had social interactions
1628181976.954,dq_14,No,I have had a difficult time to complete my tasks
1628181978.05,dq_15,,Have you had any remarkable events?
1628193601.203,dq_01,,Right now I feel Active
1628193601.242,dq_02,,Right now I feel Determined
1628193601.256,dq_03,,Right now I feel Attentive
1628193601.266,dq_04,,Right now I feel Inspired
1628193601.278,dq_05,,Right now I feel Alert
1628193601.291,dq_06,,Right now I feel Afraid
1628193601.3,dq_07,,Right now I feel Nervous
1628193601.306,dq_08,,Right now I feel Upset
1628193601.322,dq_09,,Right now I feel Hostile
1628193601.33,dq_10,,Right now I feel Ashamed
1628193601.337,dq_11,,Right now I feel Stressed
1628193601.346,dq_12,,Right now I feel Distracted
1628193601.353,dq_13,,I have had social interactions
1628193601.359,dq_14,,I have had a difficult time to complete my tasks
1628193601.366,dq_15,,Have you had any remarkable events?
1628194041.301,pm_01,"Yes. Written text, Yes. In person","Today, I have been in touch with other people"
1628194044.251,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628194045.784,pm_03,0,Have you consumed any cups of coffee/tea today?
1628194048.111,pm_04,No,Have you used any intoxicating substances today?
1628194051.01,pm_05,No,Have you exercised today?
1628194053.052,pm_06,2,Right now I feel Active
1628194054.184,pm_07,1,Right now I feel Determined
1628194055.334,pm_08,1,Right now I feel Attentive
1628194056.818,pm_09,1,Right now I feel Inspired
1628194058.427,pm_10,1,Right now I feel Alert
1628194059.935,pm_11,1,Right now I feel Afraid
1628194060.999,pm_12,1,Right now I feel Nervous
1628194061.901,pm_13,1,Right now I feel Upset
1628194062.851,pm_14,1,Right now I feel Hostile
1628194063.818,pm_15,1,Right now I feel Ashamed
1628194065.451,pm_16,1,Right now I feel Stressed
1628194067.651,pm_17,2,Right now I feel Distracted
1628234694.233,am_01,Yes,Did you sleep well?
1628234695.959,am_02,No,Did you have bad dreams?
1628234698.034,am_03,Yes,Do you feel well-rested?
1628234699.567,am_04,3,Right now I feel Active
1628234700.318,am_05,3,Right now I feel Determined
1628234701.934,am_06,2,Right now I feel Attentive
1628234703.524,am_07,3,Right now I feel Inspired
1628234705.818,am_08,1,Right now I feel Alert
1628234706.96,am_09,1,Right now I feel Afraid
1628234709.318,am_10,1,Right now I feel Nervous
1628234710.719,am_11,1,Right now I feel Upset
1628234712.143,am_12,1,Right now I feel Hostile
1628234714.461,am_13,1,Right now I feel Ashamed
1628234718.218,am_14,2,Right now I feel Stressed
1628234719.585,am_15,3,Right now I feel Distracted
1628242661.004,dq_01,3,Right now I feel Active
1628242662.187,dq_02,3,Right now I feel Determined
1628242662.996,dq_03,3,Right now I feel Attentive
1628242663.579,dq_04,3,Right now I feel Inspired
1628242664.896,dq_05,1,Right now I feel Alert
1628242667.513,dq_06,1,Right now I feel Afraid
1628242668.702,dq_07,1,Right now I feel Nervous
1628242670.036,dq_08,1,Right now I feel Upset
1628242671.112,dq_09,1,Right now I feel Hostile
1628242673.262,dq_10,1,Right now I feel Ashamed
1628242674.619,dq_11,3,Right now I feel Stressed
1628242676.103,dq_12,1,Right now I feel Distracted
1628242677.686,dq_13,Pleasant,I have had social interactions
1628242680.279,dq_14,Yes,I have had a difficult time to complete my tasks
1628242688.814,dq_15,armpit pain,Have you had any remarkable events?
1628252327.204,dq_01,3,Right now I feel Active
1628252327.66,dq_02,3,Right now I feel Determined
1628252328.127,dq_03,3,Right now I feel Attentive
1628252328.62,dq_04,3,Right now I feel Inspired
1628252329.46,dq_05,1,Right now I feel Alert
1628252330.327,dq_06,1,Right now I feel Afraid
1628252331.17,dq_07,1,Right now I feel Nervous
1628252332.004,dq_08,1,Right now I feel Upset
1628252333.31,dq_09,1,Right now I feel Hostile
1628252334.104,dq_10,1,Right now I feel Ashamed
1628252334.956,dq_11,1,Right now I feel Stressed
1628252337.371,dq_12,3,Right now I feel Distracted
1628252339.168,dq_13,Pleasant,I have had social interactions
1628252341.818,dq_14,Yes,I have had a difficult time to complete my tasks
1628252343.139,dq_15,,Have you had any remarkable events?
1628263526.42,dq_01,3,Right now I feel Active
1628263526.935,dq_02,3,Right now I feel Determined
1628263527.352,dq_03,3,Right now I feel Attentive
1628263527.903,dq_04,3,Right now I feel Inspired
1628263528.836,dq_05,1,Right now I feel Alert
1628263529.61,dq_06,1,Right now I feel Afraid
1628263530.402,dq_07,1,Right now I feel Nervous
1628263531.138,dq_08,1,Right now I feel Upset
1628263532.044,dq_09,1,Right now I feel Hostile
1628263532.928,dq_10,1,Right now I feel Ashamed
1628263533.993,dq_11,1,Right now I feel Stressed
1628263536.238,dq_12,1,Right now I feel Distracted
1628263537.627,dq_13,Pleasant,I have had social interactions
1628263539.401,dq_14,No,I have had a difficult time to complete my tasks
1628263541.938,dq_15,,Have you had any remarkable events?
1628281345.785,pm_01,"Yes. Written text, Yes. In person","Today, I have been in touch with other people"
1628281348.395,pm_02,1-2,Have you consumed any glasses/shots/pints of alcohol today?
1628281351.319,pm_03,1-2,Have you consumed any cups of coffee/tea today?
1628281353.512,pm_04,No,Have you used any intoxicating substances today?
1628281418.091,pm_05,0.5-1.5 hours,Have you exercised today?
1628281420.564,pm_06,2,Right now I feel Active
1628281422.097,pm_07,2,Right now I feel Determined
1628281424.307,pm_08,3,Right now I feel Attentive
1628281425.731,pm_09,3,Right now I feel Inspired
1628281428.175,pm_10,1,Right now I feel Alert
1628281432.707,pm_11,1,Right now I feel Afraid
1628281434.364,pm_12,1,Right now I feel Nervous
1628281435.391,pm_13,1,Right now I feel Upset
1628281436.356,pm_14,1,Right now I feel Hostile
1628281437.498,pm_15,1,Right now I feel Ashamed
1628281438.931,pm_16,1,Right now I feel Stressed
1628281441.523,pm_17,2,Right now I feel Distracted
1628320219.238,am_01,Yes,Did you sleep well?
1628320221.278,am_02,No,Did you have bad dreams?
1628320227.361,am_03,Yes,Do you feel well-rested?
1628320228.612,am_04,3,Right now I feel Active
1628320229.995,am_05,2,Right now I feel Determined
1628320230.896,am_06,3,Right now I feel Attentive
1628320232.178,am_07,3,Right now I feel Inspired
1628320233.504,am_08,1,Right now I feel Alert
1628320235.029,am_09,1,Right now I feel Afraid
1628320235.946,am_10,1,Right now I feel Nervous
1628320236.956,am_11,1,Right now I feel Upset
1628320237.956,am_12,1,Right now I feel Hostile
1628320239.123,am_13,1,Right now I feel Ashamed
1628320240.679,am_14,1,Right now I feel Stressed
1628320242.662,am_15,1,Right now I feel Distracted
1628328033.558,dq_01,2,Right now I feel Active
1628328036.742,dq_02,2,Right now I feel Determined
1628328039.515,dq_03,2,Right now I feel Attentive
1628328042.998,dq_04,2,Right now I feel Inspired
1628328044.631,dq_05,1,Right now I feel Alert
1628328046.524,dq_06,1,Right now I feel Afraid
1628328047.633,dq_07,1,Right now I feel Nervous
1628328050.726,dq_08,1,Right now I feel Upset
1628328051.865,dq_09,1,Right now I feel Hostile
1628328053.909,dq_10,1,Right now I feel Ashamed
1628328056.382,dq_11,1,Right now I feel Stressed
1628328058.165,dq_12,1,Right now I feel Distracted
1628328062.857,dq_13,Pleasant,I have had social interactions
1628328067.765,dq_14,No,I have had a difficult time to complete my tasks
1628328069.999,dq_15,,Have you had any remarkable events?
1628343649.448,dq_01,3,Right now I feel Active
1628343651.117,dq_02,2,Right now I feel Determined
1628343653.134,dq_03,3,Right now I feel Attentive
1628343655.501,dq_04,3,Right now I feel Inspired
1628343656.484,dq_05,1,Right now I feel Alert
1628343657.567,dq_06,1,Right now I feel Afraid
1628343659.993,dq_07,1,Right now I feel Nervous
1628343661.078,dq_08,1,Right now I feel Upset
1628343662.534,dq_09,1,Right now I feel Hostile
1628343663.744,dq_10,1,Right now I feel Ashamed
1628343666.467,dq_11,1,Right now I feel Stressed
1628343668.468,dq_12,2,Right now I feel Distracted
1628343670.084,dq_13,Pleasant,I have had social interactions
1628343671.727,dq_14,No,I have had a difficult time to complete my tasks
1628343674.278,dq_15,,Have you had any remarkable events?
1628358836.353,dq_01,3,Right now I feel Active
1628358837.481,dq_02,3,Right now I feel Determined
1628358838.07,dq_03,3,Right now I feel Attentive
1628358839.429,dq_04,3,Right now I feel Inspired
1628358841.724,dq_05,1,Right now I feel Alert
1628358848.544,dq_06,1,Right now I feel Afraid
1628358849.511,dq_07,1,Right now I feel Nervous
1628358850.971,dq_08,1,Right now I feel Upset
1628358851.935,dq_09,1,Right now I feel Hostile
1628358852.912,dq_10,1,Right now I feel Ashamed
1628358854.268,dq_11,1,Right now I feel Stressed
1628358855.478,dq_12,1,Right now I feel Distracted
1628358857.031,dq_13,Pleasant,I have had social interactions
1628358858.753,dq_14,No,I have had a difficult time to complete my tasks
1628358860.164,dq_15,,Have you had any remarkable events?
1628367150.814,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628367152.687,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628367155.213,pm_03,0,Have you consumed any cups of coffee/tea today?
1628367156.98,pm_04,No,Have you used any intoxicating substances today?
1628367159.473,pm_05,0.5-1.5 hours,Have you exercised today?
1628367162.146,pm_06,2,Right now I feel Active
1628367163.357,pm_07,1,Right now I feel Determined
1628367165.532,pm_08,2,Right now I feel Attentive
1628367167.341,pm_09,3,Right now I feel Inspired
1628367168.992,pm_10,1,Right now I feel Alert
1628367173.263,pm_11,1,Right now I feel Afraid
1628367174.647,pm_12,1,Right now I feel Nervous
1628367175.824,pm_13,1,Right now I feel Upset
1628367184.349,pm_14,1,Right now I feel Hostile
